"site_id","watershed","is_core_watershed","year","egg_masses_annual","n_egg_records_annual","egg_status_annual","staff_mean_oct_mar","staff_max_oct_mar","staff_start_janmar","staff_mean_janmar","staff_mean_prev_oct_dec","n_staff_records_oct_mar","hydroperiod"
"AC01","AUDUBON CANYON",0,2020,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC01","AUDUBON CANYON",0,2021,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC01","AUDUBON CANYON",0,2022,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"AC01","AUDUBON CANYON",0,2023,0,2,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"AC01","AUDUBON CANYON",0,2024,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC01","AUDUBON CANYON",0,2025,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2001,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2012,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2013,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2014,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2015,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2016,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2017,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2018,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2019,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2020,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2021,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2022,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2023,0,2,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2024,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"AC02","GARDEN CLUB CANYON",0,2025,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC01","EASKOOT CREEK",0,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2001,0,2,"surveyed_zero",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2012,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2013,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2014,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2015,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2016,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2017,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2018,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2019,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2020,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2021,0,2,"surveyed_zero",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2022,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2023,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2024,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC01","EASKOOT CREEK",0,2025,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"perennial"
"EC02","EASKOOT CREEK",0,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2001,0,2,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2012,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2013,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2014,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2015,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2016,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2017,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2018,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2019,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2020,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2021,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2022,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2023,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2024,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"EC02","EASKOOT CREEK",0,2025,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2001,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2012,5,5,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2013,31,31,"surveyed_nonzero",4.75,10.75,2.5,4.75,NA,5,"seasonal"
"KC01","KANOFF CREEK",1,2014,28,17,"surveyed_nonzero",2.125,2.25,2.25,2.25,2,2,"seasonal"
"KC01","KANOFF CREEK",1,2015,57,59,"surveyed_nonzero",1.95875,2.45,2.15,1.95875,NA,4,"seasonal"
"KC01","KANOFF CREEK",1,2016,29,29,"surveyed_nonzero",1.94714285714286,2.54,2.19,2.17,1.65,7,"seasonal"
"KC01","KANOFF CREEK",1,2017,34,36,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2018,167,150,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2019,70,103,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2020,155,209,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2021,129,138,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2022,85,87,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2023,67,75,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC01","KANOFF CREEK",1,2024,67,71,"surveyed_nonzero",2.69,2.8,2.6,2.69,NA,5,"seasonal"
"KC01","KANOFF CREEK",1,2025,34,38,"surveyed_nonzero",2.59714285714286,2.8,2.7,2.72,2.43333333333333,7,"seasonal"
"KC02","KANOFF CREEK",1,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2001,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2012,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2013,1,4,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2014,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2015,0,7,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2016,0,5,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2017,2,12,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2018,0,10,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2019,2,6,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2020,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2021,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2022,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2023,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2024,0,6,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC02","KANOFF CREEK",1,2025,0,6,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2001,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2012,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2013,0,3,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2014,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2015,0,6,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2016,0,5,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2017,14,21,"surveyed_nonzero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2018,0,11,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2019,0,6,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2020,0,8,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2021,0,7,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2022,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2023,0,9,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2024,0,6,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC03","KANOFF CREEK",1,2025,0,7,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,1997,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,1998,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,1999,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2000,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2001,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2002,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2003,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2004,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2005,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2006,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2007,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2008,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2009,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2010,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2011,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2012,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2013,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2014,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2015,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2016,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2017,0,3,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2018,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2019,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2020,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2021,NA,NA,"not_surveyed",NA,NA,NA,NA,NA,NA,"seasonal"
"KC04","KANOFF CREEK",1,2022,0,1,"surveyed_zero",NA,NA,NA,NA,NA,NA,"seasonal"
